epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,143438,0.94009,1.17244,1.44976,0.73738,0.502,0.56956,0.40386,0.85736,1.05083,1.20469,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,144537,0.94123,1.16419,1.44731,0.74036,0.50083,0.57042,0.40458,0.8569,1.04902,1.20437,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
132,145637,0.93644,1.15561,1.44624,0.73674,0.50338,0.57033,0.40498,0.85598,1.0482,1.20348,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
133,146735,0.93145,1.159,1.44579,0.73971,0.50207,0.57039,0.40521,0.85512,1.04738,1.20288,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
134,147832,0.93957,1.16595,1.44575,0.74221,0.50114,0.57052,0.40548,0.85426,1.04624,1.20247,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657
135,148929,0.93017,1.15447,1.44335,0.7397,0.50384,0.5714,0.40581,0.85343,1.04551,1.20187,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
136,150026,0.93602,1.1612,1.44385,0.74278,0.50276,0.57183,0.40595,0.8528,1.04576,1.20042,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
137,151124,0.93381,1.14279,1.44009,0.74185,0.50414,0.57228,0.40622,0.8533,1.04431,1.2005,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
138,152221,0.92984,1.15039,1.44475,0.74264,0.50355,0.57256,0.40682,0.85377,1.0426,1.2005,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179
139,153316,0.92835,1.14623,1.43862,0.74397,0.50325,0.57237,0.40691,0.85462,1.03876,1.20137,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
140,154412,0.92941,1.13964,1.4392,0.7433,0.50444,0.57264,0.4075,0.85524,1.0368,1.20194,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894
141,155509,0.92946,1.14284,1.43935,0.74347,0.50445,0.57292,0.40792,0.85503,1.03673,1.20194,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
142,156606,0.93163,1.14655,1.44022,0.7448,0.50368,0.57305,0.40837,0.85394,1.03506,1.20098,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
143,157703,0.92696,1.13142,1.42928,0.74922,0.50205,0.5736,0.40896,0.85248,1.03239,1.19943,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
144,158800,0.92435,1.14039,1.43301,0.74823,0.50276,0.5739,0.40919,0.85217,1.0307,1.19904,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253
145,159898,0.9218,1.1267,1.42892,0.74697,0.50444,0.57427,0.40976,0.85165,1.03109,1.19807,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
146,160995,0.9256,1.12894,1.43313,0.74486,0.50365,0.57432,0.40997,0.85144,1.02992,1.19753,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
147,162094,0.91882,1.1197,1.42806,0.74492,0.50429,0.57498,0.41033,0.85277,1.02785,1.19853,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
148,163193,0.9143,1.11784,1.42591,0.74221,0.50483,0.57535,0.41051,0.85394,1.02532,1.19964,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
149,164291,0.91631,1.11726,1.42447,0.74073,0.50838,0.57543,0.41063,0.85568,1.02667,1.20161,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
150,165388,0.91588,1.10986,1.4235,0.74744,0.50503,0.57617,0.41105,0.85729,1.02651,1.20301,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184
151,166485,0.91195,1.11668,1.41942,0.74737,0.50601,0.57622,0.41127,0.85807,1.02461,1.20363,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,167582,0.91042,1.10779,1.4199,0.74588,0.50591,0.57671,0.41165,0.85721,1.02263,1.20318,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816
153,168681,0.90636,1.10415,1.4175,0.75164,0.50493,0.57665,0.41208,0.85886,1.02139,1.20441,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
154,169779,0.90833,1.1031,1.41525,0.74888,0.50631,0.57713,0.41218,0.85956,1.0201,1.20449,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
155,170876,0.90886,1.10324,1.416,0.74945,0.50533,0.57721,0.41249,0.86062,1.01992,1.20505,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
156,171972,0.90853,1.10093,1.40876,0.75268,0.50493,0.57778,0.41285,0.86028,1.01864,1.20452,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
157,173069,0.91169,1.10245,1.41141,0.75736,0.50227,0.57785,0.41299,0.8602,1.01689,1.2041,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
158,174167,0.90586,1.10096,1.41047,0.75445,0.50331,0.57772,0.41312,0.86049,1.01488,1.20405,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747
159,175265,0.89864,1.0803,1.40535,0.76024,0.50246,0.57828,0.41339,0.86019,1.0118,1.2036,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
160,176363,0.90111,1.08604,1.40858,0.75625,0.50493,0.57824,0.41371,0.85948,1.00949,1.20253,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
161,177460,0.89738,1.07844,1.40237,0.75663,0.50483,0.57826,0.41377,0.8593,1.00784,1.20246,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
162,178560,0.89923,1.08867,1.40438,0.75372,0.50562,0.57822,0.41394,0.85882,1.00731,1.20174,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106
163,179655,0.8936,1.08113,1.40419,0.75384,0.50526,0.57815,0.4142,0.8594,1.00555,1.20219,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
164,180752,0.89434,1.06842,1.40109,0.7561,0.50475,0.5785,0.41456,0.85997,1.00492,1.20251,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821
165,181849,0.88759,1.06871,1.39537,0.75401,0.50544,0.57869,0.41495,0.8595,1.00328,1.20202,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
166,182946,0.88554,1.06081,1.39331,0.75451,0.5066,0.5796,0.4151,0.85889,1.00197,1.20093,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
167,184043,0.88253,1.06421,1.39353,0.75095,0.50907,0.57981,0.41535,0.85828,1.00079,1.20017,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
168,185142,0.88465,1.06421,1.39342,0.75206,0.51001,0.57981,0.4156,0.85735,1.0002,1.19918,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343
169,186237,0.88644,1.05803,1.39322,0.74927,0.51202,0.58015,0.41586,0.8584,1.00084,1.20002,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
170,187334,0.88093,1.0522,1.38999,0.74691,0.51321,0.58017,0.41621,0.85978,0.99956,1.20159,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716
171,188430,0.88306,1.05336,1.39333,0.74624,0.5137,0.58068,0.41624,0.85829,0.99937,1.20011,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
172,189528,0.87934,1.04915,1.3875,0.75018,0.51163,0.58046,0.4163,0.85842,0.99728,1.20003,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
173,190626,0.87324,1.0441,1.38237,0.74762,0.51474,0.58097,0.41653,0.8581,0.99632,1.2,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
174,191724,0.87417,1.04658,1.38821,0.75373,0.50995,0.58113,0.41688,0.85718,0.99498,1.199,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926
175,192820,0.87474,1.04305,1.37959,0.75286,0.51143,0.58151,0.41729,0.85635,0.9936,1.19811,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
176,193916,0.8707,1.03617,1.38065,0.7525,0.51212,0.58151,0.41735,0.85582,0.99193,1.19762,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
177,195012,0.87578,1.04253,1.38259,0.75371,0.51214,0.58172,0.41783,0.85534,0.9912,1.19721,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
178,196110,0.86471,1.02867,1.37731,0.75364,0.51287,0.58245,0.41807,0.85477,0.99025,1.19536,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
179,197208,0.86585,1.02812,1.37271,0.74847,0.51587,0.58249,0.41794,0.85433,0.98869,1.19457,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
180,198304,0.86274,1.02194,1.37668,0.74796,0.51626,0.58262,0.4182,0.85415,0.98768,1.19413,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975
181,199401,0.86523,1.02916,1.37647,0.74671,0.51749,0.58345,0.41856,0.85389,0.98529,1.19389,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
182,200500,0.862,1.02485,1.37313,0.75048,0.51498,0.5832,0.41883,0.85329,0.9845,1.19348,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115
183,201595,0.85888,1.01131,1.37122,0.74503,0.51853,0.58337,0.419,0.85302,0.98276,1.19315,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
184,202688,0.85695,1.01139,1.36846,0.75442,0.51593,0.58352,0.41951,0.85287,0.98081,1.1929,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
185,203781,0.859,1.01077,1.37091,0.75054,0.51745,0.58395,0.41993,0.85178,0.9794,1.19186,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
186,204886,0.85199,1.00383,1.36298,0.75136,0.51796,0.58437,0.42013,0.85202,0.97752,1.19188,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
187,205994,0.85122,1.00179,1.35889,0.75417,0.51695,0.58506,0.42049,0.8524,0.97594,1.19192,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
188,207088,0.84831,1.00258,1.36062,0.75373,0.51754,0.58533,0.42068,0.85208,0.97432,1.19134,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969
189,208184,0.85305,1.00596,1.36068,0.75436,0.51863,0.58547,0.42077,0.85117,0.97296,1.19018,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
190,209279,0.84417,0.99248,1.3537,0.75729,0.5185,0.58561,0.42123,0.85044,0.9708,1.18933,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
191,210374,0.8395,0.98517,1.35073,0.75514,0.51991,0.58607,0.42151,0.84856,0.96944,1.18695,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
192,211478,0.84224,0.99127,1.35597,0.75691,0.51863,0.58589,0.42181,0.849,0.9665,1.18666,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941
193,212573,0.84345,0.98298,1.35339,0.75261,0.5203,0.58615,0.42178,0.84903,0.9644,1.18678,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
194,213665,0.84111,0.98415,1.35156,0.74992,0.52188,0.5863,0.42182,0.84996,0.96376,1.18756,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561
195,214759,0.83945,0.97531,1.35104,0.74734,0.52346,0.58658,0.42213,0.85021,0.96277,1.18815,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
196,215853,0.83714,0.97151,1.34817,0.74489,0.52533,0.58702,0.42218,0.85053,0.96048,1.18899,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
197,216956,0.83209,0.96855,1.34133,0.74714,0.52415,0.58725,0.42209,0.85104,0.95892,1.18902,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
198,218056,0.82952,0.97226,1.34548,0.74561,0.52425,0.58752,0.42243,0.85056,0.95782,1.1888,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087
199,219156,0.82574,0.96003,1.33894,0.75016,0.52208,0.58752,0.42244,0.85075,0.95635,1.18902,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
200,220257,0.82869,0.96036,1.34146,0.74957,0.52208,0.588,0.42275,0.85038,0.95508,1.18899,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003
201,221372,0.82236,0.95594,1.3376,0.75058,0.5208,0.5878,0.42256,0.85072,0.9533,1.18934,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
202,222476,0.82299,0.95035,1.33157,0.74306,0.52618,0.58775,0.42277,0.85065,0.95091,1.18909,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
203,223574,0.81924,0.94678,1.32944,0.74399,0.5256,0.58772,0.42292,0.85062,0.94999,1.18911,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
204,224677,0.81791,0.95097,1.33059,0.74636,0.52437,0.58745,0.42306,0.85086,0.94824,1.18965,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157
205,225809,0.8113,0.93485,1.32443,0.75175,0.52218,0.58767,0.42293,0.84996,0.9467,1.18954,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
206,226945,0.81014,0.93877,1.32454,0.75771,0.52001,0.58774,0.42294,0.85001,0.94425,1.18982,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
207,228071,0.80919,0.93527,1.32701,0.75912,0.5204,0.58814,0.42327,0.85057,0.94143,1.19031,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
208,229189,0.8079,0.93108,1.31864,0.75686,0.52249,0.58844,0.42339,0.85124,0.94033,1.19059,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
209,230309,0.80523,0.92756,1.31937,0.75731,0.52296,0.58857,0.42336,0.8515,0.9399,1.19118,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
210,231416,0.80163,0.92431,1.31958,0.75032,0.52622,0.58883,0.42352,0.85198,0.93815,1.19128,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256
211,232519,0.80684,0.92096,1.3193,0.74694,0.5277,0.58878,0.42345,0.85258,0.93723,1.19183,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
212,233622,0.80233,0.91731,1.31652,0.75238,0.52592,0.58894,0.42348,0.85254,0.93561,1.19188,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869
213,234728,0.80169,0.91844,1.31489,0.75022,0.5274,0.58904,0.42362,0.85319,0.93507,1.1932,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
214,235832,0.7937,0.91093,1.30974,0.74844,0.52799,0.58914,0.42378,0.85423,0.93484,1.1945,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
215,236933,0.7922,0.9106,1.30798,0.74573,0.52937,0.58991,0.424,0.8546,0.93457,1.19503,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
216,238034,0.78876,0.90064,1.30462,0.74324,0.53037,0.5897,0.424,0.8546,0.93532,1.19528,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486
217,239141,0.79156,0.90037,1.30831,0.7436,0.52996,0.58969,0.42393,0.85444,0.93537,1.19522,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
218,240248,0.78625,0.89539,1.30133,0.74217,0.53016,0.58935,0.42391,0.85422,0.93442,1.19454,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498
219,241351,0.78324,0.89203,1.2971,0.7448,0.52888,0.58929,0.42388,0.85524,0.93505,1.19499,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
220,242452,0.77912,0.88782,1.2952,0.74867,0.52858,0.58949,0.42413,0.856,0.93437,1.19564,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
221,243553,0.78595,0.89119,1.29936,0.74561,0.52957,0.58986,0.42409,0.85564,0.93273,1.19541,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
222,244654,0.77716,0.88219,1.29373,0.74815,0.52809,0.5904,0.42433,0.85618,0.93298,1.19568,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946
223,245753,0.77424,0.87992,1.29297,0.74922,0.52848,0.59071,0.42439,0.85759,0.93223,1.19736,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
224,246856,0.76943,0.87589,1.29127,0.75037,0.5274,0.59068,0.42452,0.85718,0.93155,1.1974,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389
225,247958,0.77229,0.88455,1.29025,0.75165,0.5268,0.59067,0.4247,0.85838,0.9312,1.19884,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
226,249059,0.77238,0.87324,1.29035,0.75021,0.52809,0.59005,0.42452,0.85831,0.9318,1.19881,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
227,250158,0.76387,0.86581,1.28372,0.75006,0.52848,0.58989,0.42468,0.85838,0.92981,1.19902,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
228,251259,0.76365,0.86209,1.28092,0.7495,0.52846,0.59039,0.42513,0.8585,0.92873,1.19938,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729
229,252359,0.76192,0.86144,1.28002,0.74778,0.52917,0.59045,0.42512,0.85864,0.9276,1.20023,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
230,253458,0.76449,0.85849,1.28018,0.74596,0.52996,0.5901,0.42481,0.85901,0.92652,1.20146,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632
231,254559,0.75923,0.85079,1.27628,0.74803,0.52927,0.59037,0.42485,0.8589,0.92507,1.20221,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
232,255660,0.75527,0.8488,1.2756,0.74853,0.52985,0.59023,0.42501,0.85961,0.92417,1.2033,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
233,256759,0.75644,0.85512,1.27472,0.74765,0.53144,0.59027,0.42514,0.85932,0.92394,1.20358,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
234,257861,0.75706,0.8473,1.27446,0.75033,0.53036,0.59025,0.42488,0.85925,0.92299,1.20375,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921
235,258960,0.75005,0.83973,1.27142,0.75074,0.52977,0.58996,0.42477,0.85925,0.92013,1.20424,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
236,260059,0.74843,0.8362,1.2648,0.74727,0.53164,0.5902,0.42488,0.86006,0.91825,1.20571,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
237,261159,0.74661,0.83939,1.26733,0.74495,0.53312,0.59033,0.42513,0.8609,0.91688,1.207,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
238,262261,0.74355,0.83006,1.26525,0.74403,0.53262,0.59036,0.42505,0.86203,0.91593,1.20887,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
239,263361,0.7393,0.82669,1.26439,0.74616,0.53262,0.59032,0.42482,0.86194,0.91551,1.2097,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
240,264461,0.73677,0.82328,1.26244,0.74528,0.53075,0.59015,0.42492,0.86225,0.91596,1.21094,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605
241,265561,0.73703,0.82327,1.26099,0.73815,0.53341,0.59006,0.42481,0.8628,0.91526,1.2119,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
242,266663,0.73409,0.82017,1.25824,0.73912,0.53292,0.59008,0.42476,0.86421,0.91502,1.21397,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512
243,267763,0.73272,0.81814,1.2585,0.73672,0.53368,0.58952,0.42441,0.86482,0.91564,1.21466,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
244,268862,0.73032,0.81505,1.25458,0.73756,0.53433,0.58975,0.42435,0.8653,0.91446,1.21528,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
245,269963,0.72545,0.80961,1.2516,0.73848,0.5345,0.58964,0.42459,0.86595,0.91474,1.21638,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
246,271063,0.72878,0.81452,1.25426,0.73494,0.53647,0.58986,0.42455,0.867,0.91452,1.21794,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
247,272162,0.72393,0.80233,1.24982,0.73803,0.53548,0.58992,0.42428,0.86688,0.91541,1.21862,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
248,273261,0.7216,0.7982,1.24562,0.73747,0.53499,0.58957,0.42427,0.86729,0.91745,1.21952,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031
249,274361,0.7195,0.79559,1.24365,0.74073,0.53469,0.58953,0.42441,0.86783,0.91865,1.22066,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
250,275460,0.71744,0.79977,1.24275,0.74001,0.53527,0.58977,0.42392,0.86829,0.91899,1.22199,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
251,276560,0.71843,0.79713,1.24258,0.73997,0.53515,0.5895,0.42382,0.86846,0.92017,1.22235,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
252,277662,0.71272,0.78401,1.23558,0.73743,0.53646,0.58937,0.4235,0.8687,0.92054,1.22351,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492
253,278762,0.71348,0.79161,1.23661,0.73875,0.53511,0.5892,0.42331,0.8692,0.92215,1.22481,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
254,279862,0.7099,0.78439,1.23349,0.73582,0.53686,0.58901,0.42341,0.86959,0.92366,1.22623,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548
255,280962,0.70558,0.77471,1.22919,0.73553,0.53698,0.58894,0.42325,0.87033,0.92518,1.22778,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
256,282062,0.71346,0.78282,1.23263,0.73532,0.53588,0.58929,0.42309,0.8715,0.92612,1.22981,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
257,283162,0.7082,0.77746,1.23166,0.735,0.53607,0.58948,0.42312,0.87144,0.92737,1.23077,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
258,284261,0.70643,0.77785,1.23375,0.73294,0.53726,0.58922,0.42314,0.87169,0.92865,1.23206,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422
259,285360,0.70335,0.77537,1.2291,0.73554,0.53519,0.58883,0.42301,0.87308,0.92965,1.23441,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
260,286460,0.70097,0.76761,1.22807,0.73275,0.5367,0.58842,0.42296,0.87325,0.93042,1.23538,0.00164784,0.000549281,0.00164784,0.000549281,0.00164784,0.000549281,0.00164784,0.000549281
261,287566,0.698,0.76711,1.22711,0.7331,0.53696,0.58813,0.42277,0.87389,0.93286,1.23681,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
262,288714,0.70198,0.76786,1.22714,0.73214,0.53772,0.58796,0.42305,0.8741,0.9344,1.23755,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
263,289959,0.69896,0.76327,1.2245,0.73422,0.53694,0.58752,0.42282,0.87541,0.9357,1.23931,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
264,291870,0.69333,0.75905,1.21852,0.73402,0.53597,0.58767,0.42256,0.8763,0.93604,1.24084,0.00140082,0.000466941,0.00140082,0.000466941,0.00140082,0.000466941,0.00140082,0.000466941
